model_version,roc_auc,pr_auc,brier,n_features,Precision@5,Recall@5,Precision@10,Recall@10,Precision@15,Recall@15
baseline_strict_citywide_weather,0.718062,0.758727,0.212353,104,0.93726,0.055334,0.909589,0.107285,0.885571,0.156464
micro_weather_strict,0.7182449066966567,0.7588219779849144,0.21225870932701604,104,0.9386301369863014,0.05546441219202283,0.9072602739726028,0.10696909947614933,0.8862100456621005,0.15657721663113525
