coverage_id
HRDPS-WEonG_2.5km_AirTemp
HRDPS-WEonG_2.5km_BlowingSnow-Prob
HRDPS-WEonG_2.5km_BlowingSnowPresence
HRDPS-WEonG_2.5km_DewPointTemp
HRDPS-WEonG_2.5km_DominantPrecipType
HRDPS-WEonG_2.5km_Drizzle-Prob
HRDPS-WEonG_2.5km_FreezingDrizzle-Prob
HRDPS-WEonG_2.5km_FreezingPrecip-Prob
HRDPS-WEonG_2.5km_FreezingPrecipCondAmt
HRDPS-WEonG_2.5km_FreezingRain-Prob
HRDPS-WEonG_2.5km_IceFogVisibility
HRDPS-WEonG_2.5km_IcePellets-Prob
HRDPS-WEonG_2.5km_IcePelletsCondAmt
HRDPS-WEonG_2.5km_InstantPrecipType
HRDPS-WEonG_2.5km_LandWater-Proportion
HRDPS-WEonG_2.5km_LiquidFogVisibility
HRDPS-WEonG_2.5km_LiquidPrecip-Prob
HRDPS-WEonG_2.5km_LiquidPrecipCondAmt
HRDPS-WEonG_2.5km_Orography
HRDPS-WEonG_2.5km_Precip-Prob
HRDPS-WEonG_2.5km_PrecipCharacter
HRDPS-WEonG_2.5km_PrecipCondAmt
HRDPS-WEonG_2.5km_Rain-Prob
HRDPS-WEonG_2.5km_SecondMostCommonPrecipType
HRDPS-WEonG_2.5km_SkyState
HRDPS-WEonG_2.5km_Snow-Prob
HRDPS-WEonG_2.5km_SnowLevelHeight
HRDPS-WEonG_2.5km_SnowSqualls-Prob
HRDPS-WEonG_2.5km_SolidSnowCondAmt
HRDPS-WEonG_2.5km_Thunderstorm-Prob
HRDPS-WEonG_2.5km_TotalPrecipIntensityIndex
HRDPS-WEonG_2.5km_WindDir
HRDPS-WEonG_2.5km_WindGust
HRDPS-WEonG_2.5km_WindSpeed
HRDPS.CONTINENTAL.CONV_ML-LI.400
HRDPS.CONTINENTAL.CONV_ML-LI.500
HRDPS.CONTINENTAL.CONV_ML-LI.600
HRDPS.CONTINENTAL.CONV_ML-LI.650
HRDPS.CONTINENTAL.CONV_ML-LI.700
HRDPS.CONTINENTAL.CONV_ML-LI.800
HRDPS.CONTINENTAL.CONV_ML-VT-LI.400
HRDPS.CONTINENTAL.CONV_ML-VT-LI.500
HRDPS.CONTINENTAL.CONV_ML-VT-LI.600
HRDPS.CONTINENTAL.CONV_ML-VT-LI.650
HRDPS.CONTINENTAL.CONV_ML-VT-LI.700
HRDPS.CONTINENTAL.CONV_ML-VT-LI.800
HRDPS.CONTINENTAL.CONV_MU-LI.500
HRDPS.CONTINENTAL.CONV_MU-VT-LI.500
HRDPS.CONTINENTAL.CONV_SFC-LI.500
HRDPS.CONTINENTAL.CONV_SFC-VT-LI.500
HRDPS.CONTINENTAL.CONV_SHWINX.500
HRDPS.CONTINENTAL.CONV_SSI
HRDPS.CONTINENTAL.CONV_SWEAT
HRDPS.CONTINENTAL.CONV_VT-SHWINX.500
HRDPS.CONTINENTAL.CONV_VWSH.650
HRDPS.CONTINENTAL.DIAG_FR_PT1H
HRDPS.CONTINENTAL.DIAG_FR_PT3H
HRDPS.CONTINENTAL.DIAG_FR_PT6H
HRDPS.CONTINENTAL.DIAG_FR_PT12H
HRDPS.CONTINENTAL.DIAG_FR_PT24H
HRDPS.CONTINENTAL.DIAG_PE_PT1H
HRDPS.CONTINENTAL.DIAG_PE_PT3H
HRDPS.CONTINENTAL.DIAG_PE_PT6H
HRDPS.CONTINENTAL.DIAG_PE_PT12H
HRDPS.CONTINENTAL.DIAG_PE_PT24H
HRDPS.CONTINENTAL.DIAG_PR_PT1H
HRDPS.CONTINENTAL.DIAG_PR_PT3H
HRDPS.CONTINENTAL.DIAG_PR_PT6H
HRDPS.CONTINENTAL.DIAG_PR_PT12H
HRDPS.CONTINENTAL.DIAG_PR_PT24H
HRDPS.CONTINENTAL.DIAG_PTYPE
HRDPS.CONTINENTAL.DIAG_RN_PT1H
HRDPS.CONTINENTAL.DIAG_RN_PT3H
HRDPS.CONTINENTAL.DIAG_RN_PT6H
HRDPS.CONTINENTAL.DIAG_RN_PT12H
HRDPS.CONTINENTAL.DIAG_RN_PT24H
HRDPS.CONTINENTAL.DIAG_SN_PT1H
HRDPS.CONTINENTAL.DIAG_SN_PT3H
HRDPS.CONTINENTAL.DIAG_SN_PT6H
HRDPS.CONTINENTAL.DIAG_SN_PT12H
HRDPS.CONTINENTAL.DIAG_SN_PT24H
HRDPS.CONTINENTAL.PRES_ES.50
HRDPS.CONTINENTAL.PRES_ES.100
HRDPS.CONTINENTAL.PRES_ES.150
HRDPS.CONTINENTAL.PRES_ES.175
HRDPS.CONTINENTAL.PRES_ES.200
HRDPS.CONTINENTAL.PRES_ES.225
HRDPS.CONTINENTAL.PRES_ES.250
HRDPS.CONTINENTAL.PRES_ES.275
HRDPS.CONTINENTAL.PRES_ES.300
HRDPS.CONTINENTAL.PRES_ES.350
HRDPS.CONTINENTAL.PRES_ES.400
HRDPS.CONTINENTAL.PRES_ES.450
HRDPS.CONTINENTAL.PRES_ES.500
HRDPS.CONTINENTAL.PRES_ES.550
HRDPS.CONTINENTAL.PRES_ES.600
HRDPS.CONTINENTAL.PRES_ES.650
HRDPS.CONTINENTAL.PRES_ES.700
HRDPS.CONTINENTAL.PRES_ES.750
HRDPS.CONTINENTAL.PRES_ES.800
HRDPS.CONTINENTAL.PRES_ES.850
HRDPS.CONTINENTAL.PRES_ES.875
HRDPS.CONTINENTAL.PRES_ES.900
HRDPS.CONTINENTAL.PRES_ES.925
HRDPS.CONTINENTAL.PRES_ES.950
HRDPS.CONTINENTAL.PRES_ES.970
HRDPS.CONTINENTAL.PRES_ES.985
HRDPS.CONTINENTAL.PRES_ES.1000
HRDPS.CONTINENTAL.PRES_ES.1015
HRDPS.CONTINENTAL.PRES_GZ.50
HRDPS.CONTINENTAL.PRES_GZ.100
HRDPS.CONTINENTAL.PRES_GZ.150
HRDPS.CONTINENTAL.PRES_GZ.175
HRDPS.CONTINENTAL.PRES_GZ.200
HRDPS.CONTINENTAL.PRES_GZ.225
HRDPS.CONTINENTAL.PRES_GZ.250
HRDPS.CONTINENTAL.PRES_GZ.275
HRDPS.CONTINENTAL.PRES_GZ.300
HRDPS.CONTINENTAL.PRES_GZ.350
HRDPS.CONTINENTAL.PRES_GZ.400
HRDPS.CONTINENTAL.PRES_GZ.450
HRDPS.CONTINENTAL.PRES_GZ.500
HRDPS.CONTINENTAL.PRES_GZ.550
HRDPS.CONTINENTAL.PRES_GZ.600
HRDPS.CONTINENTAL.PRES_GZ.650
HRDPS.CONTINENTAL.PRES_GZ.700
HRDPS.CONTINENTAL.PRES_GZ.750
HRDPS.CONTINENTAL.PRES_GZ.800
HRDPS.CONTINENTAL.PRES_GZ.850
HRDPS.CONTINENTAL.PRES_GZ.875
HRDPS.CONTINENTAL.PRES_GZ.900
HRDPS.CONTINENTAL.PRES_GZ.925
HRDPS.CONTINENTAL.PRES_GZ.950
HRDPS.CONTINENTAL.PRES_GZ.970
HRDPS.CONTINENTAL.PRES_GZ.985
HRDPS.CONTINENTAL.PRES_GZ.1000
HRDPS.CONTINENTAL.PRES_GZ.1015
HRDPS.CONTINENTAL.PRES_HR.50
HRDPS.CONTINENTAL.PRES_HR.100
HRDPS.CONTINENTAL.PRES_HR.150
HRDPS.CONTINENTAL.PRES_HR.175
HRDPS.CONTINENTAL.PRES_HR.200
HRDPS.CONTINENTAL.PRES_HR.225
HRDPS.CONTINENTAL.PRES_HR.250
HRDPS.CONTINENTAL.PRES_HR.275
HRDPS.CONTINENTAL.PRES_HR.300
HRDPS.CONTINENTAL.PRES_HR.350
HRDPS.CONTINENTAL.PRES_HR.400
HRDPS.CONTINENTAL.PRES_HR.450
HRDPS.CONTINENTAL.PRES_HR.500
HRDPS.CONTINENTAL.PRES_HR.550
HRDPS.CONTINENTAL.PRES_HR.600
HRDPS.CONTINENTAL.PRES_HR.650
HRDPS.CONTINENTAL.PRES_HR.700
HRDPS.CONTINENTAL.PRES_HR.750
HRDPS.CONTINENTAL.PRES_HR.800
HRDPS.CONTINENTAL.PRES_HR.850
HRDPS.CONTINENTAL.PRES_HR.875
HRDPS.CONTINENTAL.PRES_HR.900
HRDPS.CONTINENTAL.PRES_HR.925
HRDPS.CONTINENTAL.PRES_HR.950
HRDPS.CONTINENTAL.PRES_HR.970
HRDPS.CONTINENTAL.PRES_HR.985
HRDPS.CONTINENTAL.PRES_HR.1000
HRDPS.CONTINENTAL.PRES_HR.1015
HRDPS.CONTINENTAL.PRES_HU.50
HRDPS.CONTINENTAL.PRES_HU.100
HRDPS.CONTINENTAL.PRES_HU.150
HRDPS.CONTINENTAL.PRES_HU.175
HRDPS.CONTINENTAL.PRES_HU.200
HRDPS.CONTINENTAL.PRES_HU.225
HRDPS.CONTINENTAL.PRES_HU.250
HRDPS.CONTINENTAL.PRES_HU.275
HRDPS.CONTINENTAL.PRES_HU.300
HRDPS.CONTINENTAL.PRES_HU.350
HRDPS.CONTINENTAL.PRES_HU.400
HRDPS.CONTINENTAL.PRES_HU.450
HRDPS.CONTINENTAL.PRES_HU.500
HRDPS.CONTINENTAL.PRES_HU.550
HRDPS.CONTINENTAL.PRES_HU.600
HRDPS.CONTINENTAL.PRES_HU.650
HRDPS.CONTINENTAL.PRES_HU.700
HRDPS.CONTINENTAL.PRES_HU.750
HRDPS.CONTINENTAL.PRES_HU.800
HRDPS.CONTINENTAL.PRES_HU.850
HRDPS.CONTINENTAL.PRES_HU.875
HRDPS.CONTINENTAL.PRES_HU.900
HRDPS.CONTINENTAL.PRES_HU.925
HRDPS.CONTINENTAL.PRES_HU.950
HRDPS.CONTINENTAL.PRES_HU.970
HRDPS.CONTINENTAL.PRES_HU.985
HRDPS.CONTINENTAL.PRES_HU.1000
HRDPS.CONTINENTAL.PRES_HU.1015
HRDPS.CONTINENTAL.PRES_QQ.250
HRDPS.CONTINENTAL.PRES_QQ.500
HRDPS.CONTINENTAL.PRES_QQ.700
HRDPS.CONTINENTAL.PRES_QQ.850
HRDPS.CONTINENTAL.PRES_QQ.1000
HRDPS.CONTINENTAL.PRES_TT.50
HRDPS.CONTINENTAL.PRES_TT.100
HRDPS.CONTINENTAL.PRES_TT.150
HRDPS.CONTINENTAL.PRES_TT.175
HRDPS.CONTINENTAL.PRES_TT.200
HRDPS.CONTINENTAL.PRES_TT.225
HRDPS.CONTINENTAL.PRES_TT.250
HRDPS.CONTINENTAL.PRES_TT.275
HRDPS.CONTINENTAL.PRES_TT.300
HRDPS.CONTINENTAL.PRES_TT.350
HRDPS.CONTINENTAL.PRES_TT.400
HRDPS.CONTINENTAL.PRES_TT.450
HRDPS.CONTINENTAL.PRES_TT.500
HRDPS.CONTINENTAL.PRES_TT.550
HRDPS.CONTINENTAL.PRES_TT.600
HRDPS.CONTINENTAL.PRES_TT.650
HRDPS.CONTINENTAL.PRES_TT.700
HRDPS.CONTINENTAL.PRES_TT.750
HRDPS.CONTINENTAL.PRES_TT.800
HRDPS.CONTINENTAL.PRES_TT.850
HRDPS.CONTINENTAL.PRES_TT.875
HRDPS.CONTINENTAL.PRES_TT.900
HRDPS.CONTINENTAL.PRES_TT.925
HRDPS.CONTINENTAL.PRES_TT.950
HRDPS.CONTINENTAL.PRES_TT.970
HRDPS.CONTINENTAL.PRES_TT.985
HRDPS.CONTINENTAL.PRES_TT.1000
HRDPS.CONTINENTAL.PRES_TT.1015
HRDPS.CONTINENTAL.PRES_WD.50
HRDPS.CONTINENTAL.PRES_WD.100
HRDPS.CONTINENTAL.PRES_WD.150
HRDPS.CONTINENTAL.PRES_WD.175
HRDPS.CONTINENTAL.PRES_WD.200
HRDPS.CONTINENTAL.PRES_WD.225
HRDPS.CONTINENTAL.PRES_WD.250
HRDPS.CONTINENTAL.PRES_WD.275
HRDPS.CONTINENTAL.PRES_WD.300
HRDPS.CONTINENTAL.PRES_WD.350
HRDPS.CONTINENTAL.PRES_WD.400
HRDPS.CONTINENTAL.PRES_WD.450
HRDPS.CONTINENTAL.PRES_WD.500
HRDPS.CONTINENTAL.PRES_WD.550
HRDPS.CONTINENTAL.PRES_WD.600
HRDPS.CONTINENTAL.PRES_WD.650
HRDPS.CONTINENTAL.PRES_WD.700
HRDPS.CONTINENTAL.PRES_WD.750
HRDPS.CONTINENTAL.PRES_WD.800
HRDPS.CONTINENTAL.PRES_WD.850
HRDPS.CONTINENTAL.PRES_WD.875
HRDPS.CONTINENTAL.PRES_WD.900
HRDPS.CONTINENTAL.PRES_WD.925
HRDPS.CONTINENTAL.PRES_WD.950
HRDPS.CONTINENTAL.PRES_WD.970
HRDPS.CONTINENTAL.PRES_WD.985
HRDPS.CONTINENTAL.PRES_WD.1000
HRDPS.CONTINENTAL.PRES_WD.1015
HRDPS.CONTINENTAL.PRES_WP.250
HRDPS.CONTINENTAL.PRES_WP.500
HRDPS.CONTINENTAL.PRES_WP.700
HRDPS.CONTINENTAL.PRES_WP.850
HRDPS.CONTINENTAL.PRES_WP.1000
HRDPS.CONTINENTAL.PRES_WSPD.50
